sis_id,Q1,Q1F
22013825,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
21032107,0.8,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b:0.80 (incorrect variable name)"
22020836,1.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 1.00"
22020950,1.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 0 (Series are incompatible) "
22019455,1.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 0 (Series are incompatible) "
22019524,1.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 0.00"
22018647,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22018704,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22019056,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22017418,1.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 0 (Series are incompatible) "
22018315,0.0,Q1: 0 (code error)
22019362,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22000809,0.0,Q1: 0 (code error)
22022298,1.75,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 0.75 (incorrect index)
Q1b: 1.00"
22022308,0.0,Q1: 0 (code error)
22018914,0.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 0 (Series are incompatible) "
22020952,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22021442,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22021904,0.75,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 0.00
Q1b: 0.75 (some seasonal values are incorrect)"
22018864,0.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 0 (incorrect answer, you computed max, not min)Q1b: 0 (incorrect answer, you computed max, not min)"
22023493,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22023695,1.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 1.00"
22018206,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22023513,0.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 0 (incorrect answer, you computed max, not min)Q1b: 0 (incorrect answer, you computed max, not min)"
22023675,1.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 0 (Series are incompatible) "
22011957,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22013137,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22021440,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22021887,1.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 0 (Series are incompatible) "
22022247,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22014119,0.0,Q1: 0 (code error)
22014780,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
21053979,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22019686,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22021423,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22021651,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22021986,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22022295,1.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 1.00"
22026479,1.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 1.00"
22026480,1.8,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22026516,0.0,Q1: 0 (code error)
22016279,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22025724,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22024464,0.0,Q1: 0 (code error)
16085466,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
18001761,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22027487,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22026785,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22026954,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22023287,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22015946,0.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 0 (Series are incompatible) "
22014197,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22027918,1.75,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 0.75 (some seasonal values are incorrect)"
22018731,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22019461,0.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 0 (Series are incompatible) "
22020190,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22024637,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22024816,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22024927,1.75,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 0.75 (incorrect index)
Q1b: 1.00"
22028211,0.0,Q1: 0 (code error)
22028339,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22029346,1.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 1.00"
22028088,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22013145,1.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 1.00"
22013012,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22019746,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22024041,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22029959,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22030494,1.8,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22030629,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22030277,0.0,Q1: 0 (code error)
22028117,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
21059972,0.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 0 (incorrect answer, you computed mean, not min)Q1b: 0 (incorrect answer, you computed mean, not min)"
21080409,0.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 0 (Series are incompatible) "
21090263,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22010606,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22017391,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22020227,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22027116,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22027179,0.0,Q1: 0 (code error)
22031916,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22013306,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22019388,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22031216,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22030006,0.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 0 (incorrect answer, you computed max, not min)Q1b: 0 (incorrect answer, you computed max, not min)"
22030246,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22029887,1.75,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 0.75 (some seasonal values are incorrect)"
22030978,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22031651,0.0,Q1: 0 (code error)
22014212,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22030441,0.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 0 (Series are incompatible) "
22031825,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22024044,0.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 0.00"
22027731,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22028322,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22029348,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22029940,0.0,Q1: 0 (code error)
22030995,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22031115,1.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 1.00"
22031328,1.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 1.00"
22031386,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22031471,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22018497,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22022717,0.0,Q1: 0 (code error)
21032372,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
21094285,1.75,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 0.75 (incorrect index)
Q1b: 1.00"
22015151,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22032880,1.8,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22032229,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22033166,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22019057,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22019181,1.75,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 0.75 (some seasonal values are incorrect)"
22019717,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22019954,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22022407,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22031457,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22023817,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22024053,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22031931,0.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 0 (Series are incompatible) "
22024186,1.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 0 (Series are incompatible) "
22026376,1.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 1.00"
22027875,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22029582,0.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 0 (incorrect answer, you computed max, not min)Q1b: 0 (incorrect answer, you computed max, not min)"
22030230,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22031006,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22001928,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22032987,0.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 0 (Series are incompatible) "
22033690,0.0,Q1: 0 (code error)
22033731,0.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 0 (incorrect answer, you computed max, not min)Q1b: 0 (incorrect answer, you computed max, not min)"
22013369,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22033054,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22033074,0.0,Q1: 0 (code error)
22033469,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22033029,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22033310,0.0,No subsmission
22032994,0.0,No subsmission
22032995,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22033008,0.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 0 (Series are incompatible) "
21082679,0.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 0.00
Q1b: 0 (Series are incompatible) "
22017251,0.0,Q1: 0 (code error)
22020862,1.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 1.00"
22021169,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22027065,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22028166,0.75,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 0.75 (some seasonal values are incorrect)"
22028171,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22032245,0.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 0.00"
22032813,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22032815,0.0,Q1: 0 (code error)
22033973,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22030643,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22032354,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22010726,0.0,Q1: 0 (code error)
22025077,0.0,Q1: 0 (code error)
22033170,1.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 1.00"
22031451,1.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 0 (Series are incompatible) "
22018185,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22022321,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
21089515,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22010815,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22010955,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22013771,0.0,Q1: 0 (code error)
22031619,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22033511,0.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 0 (incorrect answer, you computed min, not max)Q1b: 0.00"
22033934,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22034116,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22034351,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22031426,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22027370,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22030848,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22022080,0.0,No subsmission
22024193,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22024306,1.8,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22000481,1.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 1.00"
22020699,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22026993,1.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 1.00"
22013347,1.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 0.00"
21061906,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22036334,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22014216,0.0,Q1: 0 (code error)
22026244,1.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b:0.00 (incorrect variable name)"
22031645,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22024161,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22032127,1.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 1.00"
22034665,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22036166,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22036785,0.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 0 (Series are incompatible) "
22033009,0.0,Q1: 0 (code error)
22033606,1.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 1.00"
22023879,0.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 0.00"
22028852,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22020732,0.0,Q1: 0 (code error)
22022447,1.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 1.00"
22031077,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22031854,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22033095,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22033191,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22023213,0.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 0 (Series are incompatible) "
22030390,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
21032283,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22034552,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22010553,0.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 0 (Series are incompatible) "
22032658,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22034095,1.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 1.00"
9264953,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22013821,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22033683,0.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 0 (incorrect answer, you computed max, not min)Q1b: 0 (incorrect answer, you computed max, not min)"
22034204,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22009281,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22033745,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22033688,0.0,Q1: 0 (code error)
22004878,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22035405,0.0,Q1: 0 (code error)
22034845,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22034202,0.0,Q1: 0 (code error)
22035088,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22030331,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22033815,1.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 1.00"
21090741,0.0,Q1: 0 (code error)
22035083,0.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 0 (Series are incompatible) "
22033769,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22030582,0.0,Q1: 0 (code error)
22035573,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22033063,0.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 0 (Series are incompatible) "
21084622,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22037101,0.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 0 (incorrect answer, you computed max, not min)Q1b: 0 (incorrect answer, you computed max, not min)"
22033473,0.0,No subsmission
22034785,1.8,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22031359,2.0,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22033174,0.0,Q1: 0 (code error)
22033782,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22032918,0.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 0 (incorrect answer, you computed mean, not min)Q1b: 0 (incorrect answer, you computed mean, not min)"
22024022,1.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 1.00"
22035079,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22036904,0.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 0 (Series are incompatible) 
Q1b: 0 (Series are incompatible) "
22035013,2.0,"Q12: min_monthly_temp & mean_min_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22033605,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22024560,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22014223,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22026155,2.0,"Q11: mean_monthly_temp & mean_seasonal_temp

Q1a: 1.00
Q1b: 1.00"
22033502,1.8,"Q13: max_monthly_temp & mean_max_seasonal_temp

Q1a: 1.00
Q1b:0.80 (incorrect variable name)"
22041881,0.0,Q1: 0 (code error)
